City,State,State_Abbre,Year,Population,Latitude,Longitude,Ozone_O3,Ozone_O3_AQI,Carbon_Monoxide_CO,Carbon_Monoxide_CO_AQI,Sulfur_Dioxide_SO2,Sulfur_Dioxide_SO2_AQI,Nitrogen_Dioxide_NO2,Nitrogen Dioxide_NO2_AQI
Concord,California,CA,2015,125410.0,37.977,-122.034,0.027341675052306794,35.52620813249289,0.33131698995577097,4.455788839451242,0.5177301969591434,1.2604211910941612,7.248144711942061,12.797077440542402
Concord,California,CA,2016,125410.0,37.977,-122.034,0.026589232746261276,34.305122976146336,0.27309841888209124,3.7627178346310717,0.7686947915585218,1.5827091830428872,6.1595121750278095,11.358870967741936
Concord,California,CA,2017,125410.0,37.977,-122.034,0.027570524680964197,35.29924721336011,0.2882915556596853,3.98053463113947,0.6462621988484186,1.6453001299775494,6.582011017896284,12.009302503052503
Concord,California,CA,2018,125410.0,37.977,-122.034,0.02304998206936278,29.19874485760192,0.30668255560808305,4.223478026731642,0.5578351953568338,1.4475965358334657,6.5207801534626215,11.958411241767749
Concord,California,CA,2019,125410.0,37.977,-122.034,0.028467590175371222,36.3708973374296,0.32822275681643626,4.394898873527906,0.5140791812467999,1.1997439836149513,5.9392436884536615,10.88805683563748
Concord,California,CA,2020,125410.0,37.977,-122.034,0.02702977616453123,35.878643623230204,0.42756492333937574,5.802016300690753,0.5818621075921119,1.4784390063033,5.826881239280957,10.391806739999176
Concord,California,CA,2021,125410.0,37.977,-122.034,0.02620534609641224,32.86148476261101,0.3272623628028056,4.3458397337429595,0.36559068721904403,1.2931513409961686,5.166256292335178,9.339657158747814
Concord,California,CA,2022,125410.0,37.977,-122.034,0.02286202416463619,29.079109945795153,0.2411109926368805,3.2067239613680107,0.43723950791532035,1.3044957360029663,5.195688685473278,9.428988117308473
Concord,California,CA,2023,125410.0,37.977,-122.034,0.02494068760149221,29.222789115646258,0.1802798264428352,2.5058042571867456,0.581208441781874,0.8235023041474655,4.391849218367347,8.639675224928682
Cornwall,Connecticut,CT,2010,1567.0,41.84,-73.33,0.03154281071428571,34.44285714285714,0.1368039912058372,1.7332181259600614,0.5944727267665131,1.7069508448540707,1.5794654514208908,3.992012288786482
Cornwall,Connecticut,CT,2011,1567.0,41.84,-73.33,0.035679051307384545,38.46463554315334,0.1631044962957813,2.03186341494647,0.6766746419793838,1.8960850627146513,2.520340820800219,5.789608543724228
Cornwall,Connecticut,CT,2012,1567.0,41.84,-73.33,0.0362585729872698,40.13416388579903,0.15929496518786304,1.9990192806822396,0.3988286616091954,0.8954356692621431,1.6398473598825856,4.055711902113459
Cornwall,Connecticut,CT,2013,1567.0,41.84,-73.33,0.03746539947872219,40.0779143198498,0.15355644724426806,1.9367817318086136,0.3914623691251351,0.7349099675712578,1.6109361738237469,4.116390026739489
Cornwall,Connecticut,CT,2014,1567.0,41.84,-73.33,0.03641253101971011,38.72438967687855,0.15432804073768217,1.9116708072547894,0.3915376428155993,0.7999475376310748,1.9391553723368986,4.877310485522387
Cornwall,Connecticut,CT,2015,1567.0,41.84,-73.33,0.03786087628417042,41.26222676381557,0.1647454800365493,2.042800979970057,0.27827698088541525,0.723857840205634,2.225821443311703,4.970176630178484
Cornwall,Connecticut,CT,2016,1567.0,41.84,-73.33,0.0315938064516129,32.483870967741936,0.1840187741935484,2.4516129032258065,0.45523567741935483,0.6129032258064516,3.4780341612903225,7.903225806451613
Costa Mesa,California,CA,2000,111918.0,33.641,-117.919,0.027654008129403038,36.47470955382524,0.8168551837659127,14.218087999011246,1.876837647438512,5.4692837720924485,19.567691563607713,33.614927079471016
Costa Mesa,California,CA,2001,111918.0,33.641,-117.919,0.029650143908943504,37.682051117938215,0.6545677890552996,11.317729134664617,1.445051520255163,4.3693420378904255,17.001299772467572,28.82504053592763
Costa Mesa,California,CA,2002,111918.0,33.641,-117.919,0.030220588813829538,39.63478215333054,0.5682382545634921,10.044365312107248,1.5842616618977796,5.541056300330493,18.10464057314039,31.378019247777313
Costa Mesa,California,CA,2003,111918.0,33.641,-117.919,0.03503949803482807,49.734657725786754,0.5991669313888397,10.230920625073852,1.0653043374423963,4.055743875300327,18.54541136582132,31.144178088936155
Costa Mesa,California,CA,2004,111918.0,33.641,-117.919,0.03299099377489439,44.921803863158836,0.4696813458812963,8.539610615330163,1.6126384663886852,4.984500630610892,15.470077810899456,28.382199357310594
Costa Mesa,California,CA,2005,111918.0,33.641,-117.919,0.03058108336514823,39.27323109146821,0.317960551733201,6.254135562921641,1.2739043114034339,4.137633210864677,13.390475133180772,24.584107820327404
Costa Mesa,California,CA,2006,111918.0,33.641,-117.919,0.0284178737083374,36.85644343579126,0.3346850936992141,6.2569574807302715,1.3028729613917232,4.1611185176051935,14.633402203750405,25.95595863151964
Costa Mesa,California,CA,2007,111918.0,33.641,-117.919,0.029910332650054047,37.31978181714741,0.3161772646314786,5.712533851055357,0.8332834168645104,2.93352506115947,13.322103558530893,24.681308954884226
Costa Mesa,California,CA,2008,111918.0,33.641,-117.919,0.03184320232047954,41.77960388085527,0.3508721329996292,6.026220491904585,1.1525479969225065,3.3373316030156963,13.21989664416636,24.98750154492646
Costa Mesa,California,CA,2009,111918.0,33.641,-117.919,0.03060853555285316,39.281102435000285,0.29007857069394666,5.216051516185924,1.1158420821122774,2.7767978039483414,13.040433139358965,23.7260695795642
Costa Mesa,California,CA,2010,111918.0,33.641,-117.919,0.028777952784178187,35.70054403481823,0.24499521438812086,4.534479006656426,0.5766804100806452,1.4227662570404505,11.207066380101127,21.390809011776753
Costa Mesa,California,CA,2011,111918.0,33.641,-117.919,0.026868629183788125,33.11126533833775,0.26234327080703207,4.81608961582941,0.2825031684115968,0.9163465481681692,11.875422982539169,22.150319274649384
Costa Mesa,California,CA,2012,111918.0,33.641,-117.919,0.02907016775120504,36.521143388190104,0.1727930063380014,3.5072594906020935,0.07267438971863323,0.2816389055265585,9.589976784376752,18.79267847465845
Costa Mesa,California,CA,2013,111918.0,33.641,-117.919,0.030371034076092776,37.909491042664015,0.26990723540941053,4.789910250760737,0.225674220959309,0.5060912501980689,11.810671869707251,20.563189934692904
Costa Mesa,California,CA,2014,111918.0,33.641,-117.919,0.03258672128136201,40.085304659498206,0.22526754166026627,4.257590885816692,0.2968358335061444,0.6313300051203278,10.860349955990785,20.53245647721454
Costa Mesa,California,CA,2015,111918.0,33.641,-117.919,0.03407898266228594,42.394538032656314,0.25987622363600155,4.58494225408204,0.13492585461569095,0.2852469135802469,11.314748631471526,20.45136200716846
Costa Mesa,California,CA,2016,111918.0,33.641,-117.919,0.032757887511394114,41.31049444691454,0.25469407971691466,4.415017795412679,0.11228780957781953,0.16469558572821458,10.154931840601206,18.461320777472984
Costa Mesa,California,CA,2017,111918.0,33.641,-117.919,0.037649923220686124,46.5558115719406,0.15734665637480796,3.013146441372248,0.09997828508704558,0.08251408090117768,7.852052242933947,15.975870455709165
Cupertino,California,CA,2010,60381.0,37.318,-122.03,0.02267019094364108,31.54759918427883,0.3740944754820171,5.173572487949574,0.5713154776232852,1.9360585836114201,11.038698591472006,20.012588060808305
Cupertino,California,CA,2011,60381.0,37.318,-122.03,0.023584863494491234,30.75606317425005,0.3621594676463708,5.025971979448064,0.9192298971800678,2.7206388933029646,9.317573867546614,16.859732816003675
Cupertino,California,CA,2012,60381.0,37.318,-122.03,0.02445779542976421,31.172712478886,0.3767130460521979,5.205677433087518,0.9843389242295967,2.84111598621239,8.448133872735825,16.129937241653963
Cupertino,California,CA,2013,60381.0,37.318,-122.03,0.02349149034111976,30.652994288186168,0.39361308696744174,5.552936905203313,0.3900393094862899,1.4677684199374967,9.16533520579833,16.626144790507972
Dallas,Texas,TX,2000,1304379.0,32.781,-96.797,0.029535659307291323,52.54676801384254,0.3757234226299374,6.5763881800402775,0.9037806919419544,4.472785702341745,17.747733631453105,33.72510556391633
Dallas,Texas,TX,2001,1304379.0,32.781,-96.797,0.025337847397445743,40.78088911536492,0.3891834424788294,6.995506567804955,0.9972457030443795,4.699562655086848,18.923224342033706,33.38713360116586
Dallas,Texas,TX,2002,1304379.0,32.781,-96.797,0.026611717703533027,43.61548259088582,0.3413577831029186,6.274180747567844,0.42186716489375314,3.001939324116744,18.552516088991297,32.726177675371225
Dallas,Texas,TX,2003,1304379.0,32.781,-96.797,0.029058409290317184,45.05572497022951,0.4248831260165861,6.91960434433321,0.9724911248244424,4.410015598852733,18.22351452460407,32.66365946730935
