City,State_Abbre,Type,Population,Latitude,Longitude
Loretto,PA,Borough,1196,40.509,-78.635
Lowell,OR,City,1196,43.92,-122.783
Mancos,CO,Town,1196,37.347,-108.294
Keaau,HI,Census-Designated Place,1195,19.616,-155.037
Melcher Dallas,IA,City,1195,41.227,-93.241
Oran,MO,City,1195,37.086,-89.653
Paul,ID,City,1195,42.606,-113.784
Reedsville,WI,Village,1195,44.152,-87.951
West Mayfield,PA,Borough,1195,40.78,-80.339
Adrian,MN,City,1194,43.634,-95.933
Battle Creek,NE,City,1194,41.998,-97.599
New Waterford,OH,Village,1194,40.848,-80.619
Parker,SD,City,1194,43.398,-97.134
Petersham,MA,Town,1194,42.475,-72.21
Waverly,IL,City,1194,39.593,-89.952
Clay City,KY,City,1193,37.861,-83.93
Eclectic,AL,Town,1193,32.64,-86.041
Mansfield,MO,City,1193,37.11,-92.581
Millbury,OH,Village,1193,41.565,-83.426
Toulon,IL,City,1193,41.093,-89.863
Worthington,MA,Town,1193,42.399,-72.938
Angel Fire,NM,Village,1192,36.382,-105.236
Jordan,NY,Village,1192,43.067,-76.473
Locust Fork,AL,Town,1192,33.877,-86.647
Monticello,WI,Village,1192,42.746,-89.589
Payne,OH,Village,1192,41.08,-84.727
Washington,NH,Town,1192,43.188,-72.082
West Kittanning,PA,Borough,1192,40.813,-79.531
St Martins,MO,City,1191,38.596,-92.331
Tripoli,IA,City,1191,42.808,-92.258
Indian Shores,FL,Town,1190,27.851,-82.845
Rainelle,WV,Town,1190,37.968,-80.771
Long Beach,IN,Town,1189,41.745,-86.856
Ransom Canyon,TX,Town,1189,33.53,-101.685
Apple Creek,OH,Village,1188,40.749,-81.832
Edgecomb,ME,Town,1188,43.972,-69.621
Olinda,HI,Census-Designated Place,1188,20.825,-156.29
Velda City,MO,City,1188,38.694,-90.293
Heppner,OR,City,1187,45.353,-119.561
Medway,ME,Town,1187,45.632,-68.489
Somerset,MD,Town,1187,38.967,-77.096
Chesterfield,MA,Town,1186,42.385,-72.854
Claude,TX,City,1186,35.107,-101.363
Stetson,ME,Town,1186,44.876,-69.111
Boonville,NC,Town,1185,36.234,-80.71
Charlemont,MA,Town,1185,42.646,-72.887
Chatsworth,IL,Town,1185,40.711,-88.301
Chinook,MT,City,1185,48.59,-109.232
Hartford,IL,Village,1185,38.813,-90.092
Andalusia,IL,Village,1184,41.436,-90.716
Bradford,ME,Town,1184,45.088,-68.906
Cuba,IL,City,1184,40.494,-90.193
Lakeview,OH,Village,1184,40.488,-83.93
Montgomery,VT,Town,1184,44.862,-72.6
Westfield Center,OH,Village,1184,41.028,-81.931
Benavides,TX,City,1183,27.598,-98.41
Bradford Woods,PA,Borough,1183,40.637,-80.081
Granger,TX,City,1183,30.718,-97.441
Ridgway,CO,Town,1183,38.159,-107.753
Colfax,WI,Village,1182,44.998,-91.727
Fanning Springs,FL,City,1182,29.587,-82.933
Warren,IN,Town,1182,40.688,-85.425
Winhall,VT,Town,1182,43.162,-72.934
Central High,OK,Town,1181,34.614,-98.089
Hampton,AR,City,1181,33.536,-92.466
Blue Ridge,TX,City,1180,33.298,-96.398
Newark,AR,City,1180,35.708,-91.443
Beggs,OK,City,1179,35.781,-96.023
Blades,DE,Town,1179,38.635,-75.602
Whitaker,PA,Borough,1179,40.401,-79.885
Cape Charles,VA,Town,1178,37.249,-76.004
Edinburg,VA,Town,1178,38.823,-78.563
Leadwood,MO,City,1178,37.862,-90.589
Mooreland,OK,Town,1178,36.438,-99.204
Prosperity,SC,Town,1178,34.213,-81.528
Yellville,AR,City,1178,36.229,-92.686
Killian,LA,Town,1177,30.353,-90.581
Macon,IL,City,1177,39.711,-88.996
Trappe,MD,Town,1177,38.663,-76.053
Vernon,NY,Village,1177,43.079,-75.539
Buffalo,IA,City,1176,41.461,-90.769
Tye,TX,City,1176,32.452,-99.867
La Harpe,IL,City,1175,40.585,-90.97
Cave Spring,GA,City,1174,34.105,-85.34
Hallstead,PA,Borough,1174,41.962,-75.747
Von Ormy,TX,City,1174,29.277,-98.657
Bellerose,NY,Village,1173,40.724,-73.717
Elwood,UT,Town,1173,41.673,-112.137
Hazel Green,WI,Village,1173,42.534,-90.436
Oyster Creek,TX,City,1173,28.998,-95.329
Shullsburg,WI,City,1173,42.573,-90.232
Drain,OR,City,1172,43.662,-123.314
Houston,PA,Borough,1172,40.249,-80.211
Pine Bluffs,WY,Town,1172,41.18,-104.069
Wood River,NE,City,1172,40.821,-98.6
Dellwood,MN,City,1171,45.099,-92.968
Discovery Harbour,HI,Census-Designated Place,1171,19.042,-155.625
Florence,TX,City,1171,30.841,-97.793
Lincoln Center,KS,City,1171,39.043,-98.147
Mount Gilead,NC,Town,1171,35.216,-80.003
Petersburg,MI,City,1171,41.899,-83.714
Champlain,NY,Village,1170,44.988,-73.435
Frisco City,AL,Town,1170,31.439,-87.404
Haven,KS,City,1170,37.902,-97.782
Kinderhook,NY,Village,1170,42.394,-73.704
Belle,WV,Town,1169,38.235,-81.537
Lapwai,ID,City,1169,46.404,-116.804
Nunda,NY,Village,1169,42.58,-77.938
Onancock,VA,Town,1169,37.71,-75.744
Bowling Green,VA,Town,1168,38.053,-77.348
Ogden Dunes,IN,Town,1168,41.628,-87.194
Robbins,NC,Town,1168,35.431,-79.584
Lake Park,IA,City,1167,43.447,-95.325
Rochelle,GA,City,1167,31.949,-83.457
Boise City,OK,City,1166,36.731,-102.511
Papaikou,HI,Census-Designated Place,1166,19.792,-155.094
Waitsburg,WA,City,1166,46.27,-118.15
White Haven,PA,Borough,1166,41.059,-75.785
Factoryville,PA,Borough,1165,41.56,-75.782
Gueydan,LA,Town,1165,30.029,-92.507
Mapleton,IA,City,1165,42.167,-95.79
Orange Grove,TX,City,1165,27.956,-97.939
Oxford,IN,Town,1165,40.522,-87.248
Ryegate,VT,Town,1165,44.221,-72.114
Roseboro,NC,Town,1163,34.954,-78.512
Rutherford,TN,Town,1163,36.126,-88.993
Leetsdale,PA,Borough,1162,40.569,-80.217
North Haven,NY,Village,1162,41.023,-72.314
Bayboro,NC,Town,1161,35.149,-76.769
Converse,IN,Town,1161,40.579,-85.874
Kaanapali,HI,Census-Designated Place,1161,20.931,-156.686
Paris,MO,City,1161,39.477,-92.004
St Anne,IL,Village,1161,41.023,-87.72
Toledo,IL,Village,1161,39.272,-88.242
Ansonia,OH,Village,1160,40.214,-84.634
Bridgewater,NH,Town,1160,43.671,-71.686
Fayette,ME,Town,1160,44.437,-70.072
Lemmon,SD,City,1160,45.938,-102.159
St Ansgar,IA,City,1160,43.38,-92.918
Ucon,ID,City,1160,43.594,-111.959
Cashton,WI,Village,1158,43.74,-90.789
Geronimo,OK,Town,1158,34.485,-98.389
Milford,IL,Village,1158,40.628,-87.696
Brighton,VT,Town,1157,44.802,-71.867
Ohatchee,AL,Town,1157,33.783,-86.011
Sandoval,IL,Village,1157,38.612,-89.119
Deadwood,SD,City,1156,44.381,-103.724
Mission,SD,City,1156,43.306,-100.661
Point Marion,PA,Borough,1156,39.736,-79.901
Assumption,IL,City,1155,39.518,-89.048
Botkins,OH,Village,1155,40.452,-84.179
Cripple Creek,CO,City,1155,38.746,-105.184
Franklin Springs,GA,City,1155,34.283,-83.146
Strawberry Point,IA,City,1155,42.68,-91.535
Frederic,WI,Village,1154,45.653,-92.463
Joseph,OR,City,1154,45.353,-117.23
Minier,IL,Village,1154,40.433,-89.314
Silver Grove,KY,City,1154,39.04,-84.401
Springville,IA,City,1154,42.052,-91.447
Pembroke,VA,Town,1152,37.322,-80.636
Glidden,IA,City,1151,42.058,-94.727
McConnellsburg,PA,Borough,1151,39.932,-77.996
Waldo,AR,City,1151,33.353,-93.295
Fern Forest,HI,Census-Designated Place,1150,19.465,-155.132
Taos,MO,City,1150,38.496,-92.079
Cottonwood,MN,City,1149,44.611,-95.672
McCaysville,GA,City,1149,34.982,-84.371
Mendon,VT,Town,1149,43.638,-72.901
Addison,ME,Town,1148,44.598,-67.694
Clark,SD,City,1148,44.881,-97.735
Rome,ME,Town,1148,44.582,-69.901
Sister Bay,WI,Village,1148,45.187,-87.129
Taylorsville,MS,Town,1148,31.832,-89.434
Creighton,NE,City,1147,42.465,-97.907
Langley,WA,City,1147,48.034,-122.408
Laupahoehoe,HI,Census-Designated Place,1147,19.976,-155.237
Lincolnville,SC,Town,1147,33.008,-80.156
Stevensville,MI,Village,1147,42.014,-86.525
Wainaku,HI,Census-Designated Place,1147,19.745,-155.098
Yamhill,OR,City,1147,45.341,-123.185
Kempner,TX,City,1146,31.075,-97.972
Port Orford,OR,City,1146,42.749,-124.498
Beaverton,MI,City,1145,43.881,-84.488
Nelson,GA,City,1145,34.38,-84.372
Norris City,IL,Village,1145,37.978,-88.328
Island City,OR,City,1144,45.336,-118.049
Lincoln,MO,City,1144,38.394,-93.331
Otterbein,IN,Town,1144,40.489,-87.094
Calverton Park,MO,City,1143,38.766,-90.31
Malta,IL,Village,1143,41.929,-88.866
Nicollet,MN,City,1143,44.274,-94.188
Stromsburg,NE,City,1143,41.116,-97.591
Thomas,OK,City,1143,35.748,-98.749
Friendship,ME,Town,1142,44.025,-69.301
Newburg,WI,Village,1142,43.432,-88.048
Resaca,GA,Town,1142,34.579,-84.944
Shafer,MN,City,1142,45.39,-92.751
Tioga,TX,Town,1142,33.47,-96.919
China Grove,TX,Town,1141,29.393,-98.346
Concord,VT,Town,1141,44.433,-71.842
Okarche,OK,Town,1141,35.721,-97.975
Archer,FL,City,1140,29.54,-82.513
Bayard,NE,City,1140,41.757,-103.323
Bronson,FL,Town,1140,29.449,-82.638
Brownville,ME,Town,1139,45.359,-69.009
Divernon,IL,Village,1139,39.57,-89.654
Leilani Estates,HI,Census-Designated Place,1139,19.466,-154.916
Royalton,PA,Borough,1138,40.186,-76.724
Tyler,MN,City,1138,44.279,-96.135
Ash Flat,AR,City,1137,36.236,-91.607
Eustace,TX,City,1137,32.308,-96.014
Oolitic,IN,Town,1137,38.892,-86.525
Fairfax,OK,Town,1136,36.57,-96.708
Louisville,IL,Village,1136,38.77,-88.506
Lyndonville,VT,Village,1136,44.535,-72.001
Penobscot,ME,Town,1136,44.488,-68.684
Reeds Spring,MO,City,1136,36.739,-93.381
Caledonia,MS,Town,1135,33.684,-88.326
Wetumka,OK,City,1135,35.242,-96.237
Dimondale,MI,Village,1134,42.651,-84.645
Oquawka,IL,Village,1134,40.938,-90.95
Waterville,WA,Town,1134,47.648,-120.071
Yarrow Point,WA,Town,1134,47.645,-122.218
Aurora,OR,City,1133,45.228,-122.757
Blue Mound,IL,Village,1133,39.701,-89.119
Caraway,AR,City,1133,35.759,-90.322
Villisca,IA,City,1132,40.93,-94.982
Ballard,UT,Town,1131,40.295,-109.95
Middleburgh,NY,Village,1131,42.598,-74.33
Gruver,TX,City,1130,36.26,-101.407
Guernsey,WY,Town,1130,42.265,-104.743
Sheffield,IA,City,1130,42.889,-93.207
Sophia,WV,Town,1130,37.707,-81.254
Culver,IN,Town,1129,41.217,-86.423
Glenville,WV,Town,1129,38.94,-80.833
Kemp,TX,City,1129,32.432,-96.219
Stanberry,MO,City,1129,40.217,-94.538
Steuben,ME,Town,1129,44.516,-67.935
Victoria,KS,City,1129,38.853,-99.147
Wayne,ME,Town,1129,44.345,-70.062
Bull Valley,IL,Village,1128,42.323,-88.361
Grand Meadow,MN,City,1127,43.706,-92.57
Hildale,UT,City,1127,37.006,-113.002
Sibley,LA,Town,1127,32.543,-93.294
South Bristol,ME,Town,1127,43.945,-69.552
Frankston,TX,Town,1126,32.057,-95.505
Akron,IN,Town,1125,41.039,-86.025
Calmar,IA,City,1125,43.181,-91.868
Canton,ME,Town,1125,44.471,-70.305
Ellendale,ND,City,1125,46.005,-98.525
Elwood,KS,City,1125,39.754,-94.884
Mount Hope,WV,City,1125,37.892,-81.162
Atwater,MN,City,1124,45.135,-94.777
Bingham Farms,MI,Village,1124,42.518,-83.278
East Bangor,PA,Borough,1124,40.881,-75.188
Wurtsboro,NY,Village,1124,41.576,-74.486
Lake Nebagamon,WI,Village,1123,46.5,-91.703
Prospect,PA,Borough,1123,40.899,-80.049
Strong,ME,Town,1122,44.804,-70.214
Albers,IL,Village,1121,38.545,-89.614
Camp Point,IL,Village,1121,40.038,-91.066
Mantachie,MS,Town,1121,34.321,-88.503
Sterling City,TX,City,1121,31.839,-100.986
Carson City,MI,City,1120,43.182,-84.845
Cloverport,KY,City,1119,37.831,-86.63
Double Springs,AL,Town,1119,34.15,-87.402
Rio,WI,Village,1119,43.451,-89.242
Cochranton,PA,Borough,1118,41.519,-80.047
Como,MS,Town,1118,34.514,-89.94
Georgetown,CO,Town,1118,39.717,-105.696
Halifax,VA,Town,1118,36.761,-78.928
Lempster,NH,Town,1118,43.226,-72.185
Martinsville,IL,City,1118,39.338,-87.881
Altamont,TN,Town,1117,35.433,-85.743
Amherst,WI,Village,1117,44.448,-89.282
Brodhead,KY,City,1117,37.407,-84.417
Cando,ND,City,1117,48.487,-99.203
Dane,WI,Village,1117,43.246,-89.5
Hagaman,NY,Village,1117,42.971,-74.16
Kamiah,ID,City,1117,46.227,-116.028
Aplington,IA,City,1116,42.582,-92.884
Atwood,IL,Village,1116,39.799,-88.463
Beulaville,NC,Town,1116,34.923,-77.771
Elgin,MN,City,1115,44.122,-92.246
Pender,NE,Village,1115,42.111,-96.712
Sperry,OK,Town,1115,36.298,-95.991
Sykesville,PA,Borough,1115,41.045,-78.811
Wendover,UT,City,1115,40.724,-114.025
Glover,VT,Town,1114,44.684,-72.231
Hebron,MD,Town,1113,38.424,-75.687
Lake View,IA,City,1113,42.302,-95.036
Rogers,TX,Town,1113,30.929,-97.23
Wanamingo,MN,City,1113,44.303,-92.787
Christiana,PA,Borough,1112,39.955,-75.997
Grabill,IN,Town,1112,41.21,-84.968
Kenbridge,VA,Town,1112,36.961,-78.128
Spicer,MN,City,1112,45.235,-94.94
Westfield,PA,Borough,1112,41.918,-77.541
Fairbank,IA,City,1111,42.64,-92.048
Harris,MN,City,1111,45.597,-92.989
Mantorville,MN,City,1111,44.066,-92.754
Third Lake,IL,Village,1111,42.37,-88.009
Arnolds Park,IA,City,1110,43.366,-95.126
Malvern,OH,Village,1110,40.69,-81.182
Oskaloosa,KS,City,1110,39.216,-95.314
Vardaman,MS,Town,1110,33.882,-89.178
Warrensburg,IL,Village,1110,39.932,-89.062
Colchester,IL,City,1108,40.427,-90.792
Fort Calhoun,NE,City,1108,41.456,-96.026
Kingston,IL,Village,1108,42.101,-88.763
Liberty Center,OH,Village,1108,41.444,-84.008
New Vienna,OH,Village,1108,39.326,-83.693
Ore City,TX,City,1108,32.801,-94.717
Rehoboth Beach,DE,City,1108,38.717,-75.081
South Corning,NY,Village,1108,42.126,-77.036
Cherryfield,ME,Town,1107,44.643,-67.946
Shelburn,IN,Town,1107,39.179,-87.397
Fairland,OK,Town,1106,36.752,-94.847
Plains,MT,Town,1106,47.46,-114.885
Tiki Island,TX,Village,1106,29.297,-94.915
Rossville,KS,City,1105,39.135,-95.949
Big Rock,IL,Village,1104,41.767,-88.526
Chatom,AL,Town,1104,31.469,-88.246
Cole Camp,MO,City,1104,38.46,-93.202
Gettysburg,SD,City,1104,45.006,-99.954
Lovell,ME,Town,1104,44.192,-70.884
Oak Grove Heights,AR,Town,1104,36.127,-90.504
Milford,PA,Borough,1103,41.324,-74.801
Nassau,NY,Village,1103,42.514,-73.611
Shinglehouse,PA,Borough,1103,41.967,-78.19
Tonasket,WA,City,1103,48.709,-119.443
Continental,OH,Village,1102,41.099,-84.27
Greenback,TN,City,1102,35.649,-84.166
Hustisford,WI,Village,1101,43.344,-88.609
Port Byron,NY,Village,1101,43.037,-76.625
Port Republic,NJ,City,1101,39.534,-74.477
Thompson,ND,City,1101,47.775,-97.104
Boyceville,WI,Village,1100,45.043,-92.039
Coventry,VT,Town,1100,44.889,-72.243
Eden,TX,City,1100,31.216,-99.844
Redkey,IN,Town,1100,40.348,-85.152
Clear Lake,WI,Village,1099,45.251,-92.269
Rochester,VT,Town,1099,43.88,-72.792
Central City,IL,Village,1098,38.548,-89.128
Philadelphia,NY,Village,1098,44.154,-75.71
Ship Bottom,NJ,Borough,1098,39.645,-74.183
Young Harris,GA,City,1098,34.936,-83.847
Griggsville,IL,City,1097,39.708,-90.727
Pierce,CO,Town,1097,40.634,-104.755
Albany,WI,Village,1096,42.707,-89.437
Augusta,KY,City,1096,38.773,-84.0
Burnham,ME,Town,1096,44.688,-69.369
Newark,TX,City,1096,33.014,-97.488
North Branch,MI,Village,1096,43.229,-83.191
Shrewsbury,VT,Town,1096,43.529,-72.858
Worden,IL,Village,1096,38.931,-89.84
Greenup,KY,City,1095,38.573,-82.829
Maysville,MO,City,1095,39.886,-94.369
Monterey,MA,Town,1095,42.184,-73.214
Howland,ME,Town,1094,45.263,-68.694
Ostrander,OH,Village,1094,40.264,-83.216
Raleigh,MS,Town,1094,32.035,-89.526
Reading,MI,City,1094,41.84,-84.748
Strafford,VT,Town,1094,43.869,-72.367
Conrad,IA,City,1093,42.224,-92.874
Crivitz,WI,Village,1093,45.234,-88.007
Knox,PA,Borough,1093,41.234,-79.536
Luck,WI,Village,1093,45.577,-92.463
Milesburg,PA,Borough,1093,40.942,-77.792
Satanta,KS,City,1092,37.438,-100.988
Truman,MN,City,1092,43.828,-94.437
Valley Falls,KS,City,1092,39.339,-95.461
Woodsboro,MD,Town,1092,39.534,-77.31
Boley,OK,Town,1091,35.49,-96.48
Panora,IA,City,1091,41.691,-94.364
Brookneal,VA,Town,1090,37.052,-78.952
Mantua,UT,Town,1090,41.498,-111.936
Okeene,OK,Town,1090,36.117,-98.316
Bevil Oaks,TX,City,1089,30.151,-94.271
Danvers,IL,Village,1089,40.53,-89.175
Speers,PA,Borough,1088,40.121,-79.879
Burwell,NE,City,1087,41.78,-99.134
Cut and Shoot,TX,City,1087,30.335,-95.345
Glasgow,MO,City,1087,39.228,-92.84
Glenmora,LA,Town,1087,30.973,-92.582
Ilwaco,WA,City,1087,46.313,-124.027
Maysville,OK,Town,1087,34.865,-97.374
Thornville,OH,Village,1087,39.894,-82.412
Conway Springs,KS,City,1086,37.39,-97.644
Hansen,ID,City,1086,42.531,-114.301
Velva,ND,City,1086,48.057,-100.931
Concord,MI,Village,1085,42.177,-84.645
Edinburg,IL,Village,1085,39.658,-89.39
Mineral Springs,AR,City,1085,33.876,-93.921
Salina,OK,Town,1085,36.29,-95.153
Billings,MO,City,1084,37.062,-93.554
Frankfort,OH,Village,1084,39.403,-83.178
Memphis,MI,City,1084,42.895,-82.769
Naches,WA,Town,1084,46.727,-120.694
Walnut Creek,NC,Village,1084,35.309,-77.868
Franconia,NH,Town,1083,44.174,-71.628
Sardinia,OH,Village,1083,39.009,-83.801
Bennet,NE,Village,1082,40.682,-96.504
Dortches,NC,Town,1082,36.011,-77.857
East Conemaugh,PA,Borough,1082,40.348,-78.886
Ellport,PA,Borough,1082,40.862,-80.262
Lakeside City,TX,Town,1082,33.832,-98.545
Ladoga,IN,Town,1081,39.917,-86.799
Morocco,IN,Town,1081,40.944,-87.45
Canaan,CT,Town,1080,41.958,-73.311
Henderson,NE,City,1080,40.779,-97.811
Yemassee,SC,Town,1080,32.693,-80.855
Marcus,IA,City,1079,42.822,-95.807
Windsor,IL,City,1079,39.439,-88.595
Jamaica Beach,TX,City,1078,29.192,-94.98
Plymouth,CA,City,1078,38.478,-120.841
Bath,NH,Town,1077,44.184,-71.988
George,IA,City,1077,43.343,-96.004
La Vernia,TX,City,1077,29.353,-98.126
LaCoste,TX,City,1077,29.31,-98.811
Pine Island,TX,Town,1077,30.054,-96.028
Bessemer,PA,Borough,1076,40.977,-80.489
Craig Beach,OH,Village,1076,41.116,-80.982
Mammoth,AZ,Town,1076,32.723,-110.645
Strum,WI,Village,1076,44.553,-91.388
Holland,TX,Town,1075,30.889,-97.401
Stillman Valley,IL,Village,1075,42.104,-89.18
Sweetser,IN,Town,1075,40.569,-85.765
Union Springs,NY,Village,1075,42.847,-76.688
Bogata,TX,City,1074,33.47,-95.214
Cobden,IL,Village,1074,37.533,-89.254
Dexter,NM,Town,1074,33.195,-104.369
Haliimaile,HI,Census-Designated Place,1074,20.865,-156.331
Hettinger,ND,City,1074,46.004,-102.635
Marcellus,MI,Village,1074,42.026,-85.811
Frederica,DE,Town,1073,39.008,-75.466
French Settlement,LA,Village,1073,30.332,-90.814
Homer,IL,Village,1073,40.033,-87.958
Highlands,NC,Town,1072,35.054,-83.198
Cambridge,NE,City,1071,40.284,-100.165
Linton,ND,City,1071,46.269,-100.233
Markle,IN,Town,1071,40.827,-85.339
Rockwell,IA,City,1071,42.98,-93.187
Washington,KS,City,1071,39.817,-97.05
Sidney,IA,City,1070,40.746,-95.644
South Waverly,PA,Borough,1070,41.994,-76.544
Cedar Bluff,VA,Town,1069,37.087,-81.764
Celoron,NY,Village,1069,42.105,-79.277
Elk Run Heights,IA,City,1069,42.464,-92.251
Farmersburg,IN,Town,1069,39.253,-87.381
Lovington,IL,Village,1069,39.714,-88.632
Deer Trail,CO,Town,1068,39.616,-104.043
Goreville,IL,Village,1068,37.551,-88.975
Royalton,IL,Village,1068,37.878,-89.114
Prospect,OH,Village,1067,40.454,-83.185
Roslyn Harbor,NY,Village,1067,40.811,-73.641
Ordway,CO,Town,1066,38.221,-103.757
South Shore,KY,City,1066,38.722,-82.964
Crosby,ND,City,1065,48.916,-103.297
Eagle,NE,Village,1065,40.816,-96.433
Knox City,TX,Town,1065,33.418,-99.816
North English,IA,City,1065,41.516,-92.078
Unadilla,NY,Village,1065,42.327,-75.315
Dillon,CO,Town,1064,39.618,-106.04
Ranchester,WY,Town,1064,44.908,-107.166
Paducah,TX,Town,1063,34.014,-100.304
Riesel,TX,City,1062,31.48,-96.932
Woodbine,GA,City,1062,30.96,-81.718
Altamont,KS,City,1061,37.185,-95.292
Holgate,OH,Village,1061,41.249,-84.129
Pamplico,SC,Town,1061,33.996,-79.569
Renovo,PA,Borough,1061,41.329,-77.742
Broxton,GA,City,1060,31.625,-82.887
Columbus,NC,Town,1060,35.251,-82.209
Riverside,IA,City,1060,41.483,-91.572
Athens,WI,Village,1059,45.035,-90.079
Greenfield,IL,City,1059,39.344,-90.208
Yale,OK,City,1059,36.115,-96.701
Enigma,GA,Town,1058,31.401,-83.32
Georgetown,ME,Town,1058,43.81,-69.751
Greenwood,WI,City,1058,44.765,-90.599
Little Valley,NY,Village,1058,42.249,-78.799
Nickerson,KS,City,1058,38.149,-98.088
Sherburn,MN,City,1058,43.655,-94.727
Mauna Loa Estates,HI,Census-Designated Place,1057,19.427,-155.221
Terrytown,NE,City,1057,41.847,-103.671
Tyndall,SD,City,1057,42.99,-97.864
De Smet,SD,City,1056,44.386,-97.55
Hughes,AR,City,1056,34.95,-90.469
Lake Shore,MN,City,1056,46.495,-94.361
Medley,FL,Town,1056,25.864,-80.349
Stonington,ME,Town,1056,44.168,-68.677
Sunderland,VT,Town,1056,43.071,-73.069
Iraan,TX,City,1055,30.913,-101.9
Mayo,FL,Town,1055,30.051,-83.177
Ruston,WA,Town,1055,47.3,-122.508
Taylors Falls,MN,City,1055,45.406,-92.673
Yoe,PA,Borough,1055,39.909,-76.637
Mill Neck,NY,Village,1054,40.882,-73.559
New Philadelphia,PA,Borough,1054,40.718,-76.117
Pennsboro,WV,City,1054,39.285,-80.966
Shawneetown,IL,City,1054,37.717,-88.186
St George,KS,City,1054,39.192,-96.418
Bellaire,MI,Village,1053,44.972,-85.205
Loup City,NE,City,1053,41.277,-98.968
Mansfield,AR,City,1053,35.064,-94.234
Clarks,LA,Village,1052,32.029,-92.141
Frenchville,ME,Town,1052,47.259,-68.426
Glasgow,VA,Town,1052,37.632,-79.456
Oakfield,WI,Village,1052,43.684,-88.549
Town Creek,AL,Town,1052,34.671,-87.408
Carrolltown,PA,Borough,1051,40.605,-78.707
Falls City,OR,City,1051,44.865,-123.438
Rockford,OH,Village,1051,40.691,-84.65
La Cygne,KS,City,1050,38.347,-94.761
Richfield Springs,NY,Village,1050,42.854,-74.986
Banner Elk,NC,Town,1049,36.159,-81.868
Forest Park,OK,Town,1049,35.51,-97.447
Fremont Hills,MO,City,1049,37.065,-93.253
St Michaels,MD,Town,1049,38.788,-76.223
Andrews,IN,Town,1048,40.86,-85.602
Cottonwood,AL,Town,1048,31.054,-85.3
Marshallville,GA,City,1048,32.459,-83.94
Orange,VT,Town,1048,44.156,-72.374
Oxford,KS,City,1048,37.275,-97.17
Aurora,SD,Town,1047,44.282,-96.687
Bear Creek,AL,Town,1047,34.256,-87.713
Erie,KS,City,1047,37.572,-95.242
Malvern,IA,City,1046,41.008,-95.586
Lindsay,TX,City,1045,33.642,-97.22
Osceola Mills,PA,Borough,1045,40.853,-78.27
Chebanse,IL,Village,1044,41.006,-87.91
Alma,NE,City,1043,40.101,-99.366
Delevan,NY,Village,1043,42.491,-78.48
Harmony,MN,City,1043,43.554,-92.008
Jefferson,NH,Town,1043,44.4,-71.475
Lake St Croix Beach,MN,City,1043,44.924,-92.765
Brownington,VT,Town,1042,44.842,-72.15
Sloan,IA,City,1042,42.232,-96.226
Wooster,AR,Town,1042,35.2,-92.45
Forrest,IL,Village,1041,40.751,-88.41
Rossville,TN,Town,1041,35.039,-89.568
Center Harbor,NH,Town,1040,43.712,-71.501
Muldraugh,KY,City,1040,37.936,-85.992
Stamford,NY,Village,1040,42.409,-74.617
Buffalo,OK,Town,1039,36.835,-99.628
Clarence,IA,City,1039,41.886,-91.057
Cool Valley,MO,City,1039,38.725,-90.306
Grant,AL,Town,1039,34.516,-86.258
Hamlin,WV,Town,1039,38.277,-82.103
Rosendale,WI,Village,1039,43.809,-88.672
Dunlap,IA,City,1038,41.852,-95.601
Littleville,AL,Town,1038,34.595,-87.671
Ivey,GA,City,1037,32.91,-83.3
Lyndon,KS,City,1037,38.612,-95.685
Plains,KS,City,1037,37.264,-100.59
Turtle Lake,WI,Village,1037,45.393,-92.144
Bolivar,WV,Town,1036,39.324,-77.752
Craig,AK,City,1036,55.493,-133.113
Falls Creek,PA,Borough,1036,41.142,-78.807
Lucama,NC,Town,1036,35.645,-78.007
Morton,WA,City,1036,46.557,-122.281
Elkhorn City,KY,City,1035,37.303,-82.351
Occoquan,VA,Town,1035,38.68,-77.259
Slaughter,LA,Town,1035,30.728,-91.136
Tuscarawas,OH,Village,1035,40.392,-81.397
Apache,OK,Town,1034,34.894,-98.359
Barnsdall,OK,City,1034,36.56,-96.162
Hesperia,MI,Village,1034,43.569,-86.041
Janesville,IA,City,1034,42.646,-92.462
Killen,AL,Town,1034,34.86,-87.531
Marion,TX,City,1034,29.573,-98.143
